_id,title,text,query
<dbpedia:Vetulicolia>,Vetulicolia,"Vetulicolia is an extinct taxon, either phylum or subphylum in rank, encompassing several Cambrian organisms.  The vetulicolian body comprises two parts: a voluminous anterior forebody, tipped with an anteriorly positioned mouth, and lined with a row of five round to oval-shaped features on each lateral side, which have been interpreted as gills - or at least openings in the vicinity of the pharynx, and a posterior section that primitively comprises seven segments, and functions as a tail.",what is vetulicolia
<dbpedia:K-19:_The_Widowmaker>,K-19: The Widowmaker,"K-19: The Widowmaker is a 2002 submarine thriller film about the first of many disasters that befell the Soviet submarine K-19.The film was directed by Kathryn Bigelow, and stars Harrison Ford and Liam Neeson. The screenplay was adapted by Christopher Kyle, with the story written by Louis Nowra, based on real life events depicted in a book by Peter Huchthausen.",who directed widowmaker k-19
<dbpedia:Cygnus_Solutions>,Cygnus Solutions,"Cygnus Solutions, originally Cygnus Support, was founded in 1989 by John Gilmore, Michael Tiemann and David Henkel-Wallace to provide commercial support for free software.  Its tagline was: Making free software affordable.For years, employees of Cygnus Solutions were the maintainers of several key GNU software products, including the GNU Debugger and GNU Binutils (which included the GNU Assembler and Linker).",who founded cygnus
<dbpedia:Ukiyo-e>,Ukiyo-e,"Ukiyo-e, or ukiyo-ye (浮世絵, Japanese: [u.ki.jo.e], ""pictures of the floating world""), is a genre of woodblock prints and paintings that flourished in Japan from the 17th through 19th centuries.  It was aimed at the prosperous merchant class in the urbanizing Edo period (1603–1867).",what was the ukiyo?
<dbpedia:Keratin>,Keratin,"Keratin (/ˈkɛrətɪn/) is a family of fibrous structural proteins. Keratin is the key structural material making up the outer layer of human skin.  It is the key structural component of hair and nails, and it provides the necessary strength and toughness for masticatory organs, such as the tongue and the hard palate. Keratin monomers assemble into bundles to form intermediate filaments, which are tough and form strong unmineralized tissues found in reptiles, birds, amphibians, and mammals.",what is keratin
<dbpedia:Sipuncula>,Sipuncula,"The Sipuncula or Sipunculida (common names sipunculid worms or peanut worms) is a group containing 144–320 species (estimates vary) of bilaterally symmetrical, unsegmented marine worms. Sipuncula signifies ""little tube or siphon."" Traditionally considered a phylum, they might be a subgroup of phylum Annelida based on recent molecular work.",what phylum are peanut worms in
<dbpedia:Hyolitha>,Hyolitha,Hyolitha are enigmatic animals with small conical shells known from the Palaeozoic Era.,where is the hyolitha
<dbpedia:Rebecca_De_Mornay>,Rebecca De Mornay,"Rebecca De Mornay (born Rebecca Jane Pearch; August 29, 1959) is an American actress and producer. Her breakthrough film role came in 1983, when she played Lana in Risky Business alongside Tom Cruise. Her other notable film roles include Sara in Runaway Train (1985), Thelma in The Trip to Bountiful (1985), Helen McCaffrey in the thriller Backdraft (1991) and her portrayal of the nanny Peyton Flanders in the 1992 thriller The Hand That Rocks the Cradle.",who was rebecca de mornay
<dbpedia:George_Streeter>,George Streeter,"George Wellington ""Cap"" Streeter (1837 – January 22, 1921) was born  near the town of Flint, Michigan. From 1886 to 1921 Streeter spun lies, forged legal documents and used violence to wrest 186 acres (0.75 km2) of Lake Michigan shoreline away from its rightful owners. Failing in his efforts to defraud the wealthy landowners, he then turned to robbing the poor by selling them land that he did not own. This prime real estate in Chicago is today nonetheless known as Streeterville.",where was cap streeter born and died
<dbpedia:Sucre>,Sucre,"Sucre (Spanish pronunciation: [ˈsukɾe]), also known historically as Charcas [ˈtʃarkas], La Plata [la ˈplata] and Chuquisaca [tʃikiˈsaka] (population 247,300 in 2006), is the constitutional capital of Bolivia, the capital of the Chuquisaca Department, and the 6th most populated city in Bolivia. Located in the south-central part of the country, Sucre lies at an elevation of 2,810 meters (9,214 feet).  This relatively high altitude gives the city a cool temperate climate year-round.",where is sakure bolivia
<dbpedia:Paul_Kelly_(Australian_musician)>,Paul Kelly (Australian musician),"Paul Maurice Kelly (born 13 January 1955) is an Australian rock music singer-songwriter, guitarist, and harmonica player. He has performed solo, and has led numerous groups, including the Dots, the Coloured Girls, and the Messengers. He has worked with other artists and groups, including associated projects Professor Ratbaggy and Stardust Five. Kelly's music style has ranged from bluegrass to studio-oriented dub reggae, but his core output straddles folk, rock, and country.",who is paul kelly
<dbpedia:Thomas_Telford>,Thomas Telford,"Thomas Telford FRS, FRSE (1757–1834) was a Scottish civil engineer, architect and stonemason, and a noted road, bridge and canal builder. After establishing himself as an engineer of road and canal projects in Shropshire, he designed numerous infrastructure projects in his native Scotland, as well as harbours and  tunnels.",what was thomas telford
<dbpedia:Open_Shortest_Path_First>,Open Shortest Path First,"Open Shortest Path First (OSPF) is a routing protocol for Internet Protocol (IP) networks. It uses a link state routing algorithm and falls into the group of interior routing protocols, operating within a single autonomous system (AS). It is defined as OSPF Version 2 in RFC 2328 (1998) for IPv4. The updates for IPv6 are specified as OSPF Version 3 in RFC 5340 (2008).OSPF is perhaps the most widely used interior gateway protocol (IGP) in large enterprise networks.",what is ospf
<dbpedia:Routing_Information_Protocol>,Routing Information Protocol,"The Routing Information Protocol (RIP) is one of the oldest distance-vector routing protocols which employ the hop count as a routing metric. RIP prevents routing loops by implementing a limit on the number of hops allowed in a path from source to destination. The maximum number of hops allowed for RIP is 15, which limits the size of networks that RIP can support.  A hop count of 16 is considered an infinite distance and the route is considered unreachable.",what is rpi
<dbpedia:Chaetognatha>,Chaetognatha,"Chaetognatha, meaning bristle-jaws, and commonly known as arrow worms, are a phylum of predatory marine worms that are a major component of plankton worldwide. About 20% of the known species are benthic, and can attach to algae and rocks. They are found in all marine waters, from surface tropical waters and shallow tide pools to the deep sea and polar regions. Most chaetognaths are transparent and are torpedo shaped, but some deep-sea species are orange.",what is the phylum of arrow worms
